"job post","major education years","major education years skills(0.100000)","major education years skills(0.200000)","major education years skills(0.300000)","major education years skills(0.400000)","major education years skills(0.500000)"
2949,0,0,0,0,0,0
2954,124,120,107,57,28,3
2955,0,0,0,0,0,0
2956,122,107,51,29,7,1
2957,0,0,0,0,0,0
2958,0,0,0,0,0,0
2959,0,0,0,0,0,0
2961,3988,3069,2018,1155,612,262
2963,0,0,0,0,0,0
2965,952,915,663,309,92,20
2966,922,502,232,94,12,1
2967,1839,1803,1720,1565,1307,613
2968,0,0,0,0,0,0
2975,0,0,0,0,0,0
2976,782,679,353,92,12,1
2978,0,0,0,0,0,0
2979,3815,3581,2475,1071,277,38
2981,2332,2332,1018,1018,267,53
2982,3765,3252,1441,807,170,17
2984,3683,2917,1226,682,157,17
2985,792,715,352,90,16,0
2986,3816,3672,3193,2254,732,337
2990,0,0,0,0,0,0
2992,122,117,86,52,8,2
2994,933,807,259,108,6,1
2995,4396,3245,1013,437,38,1
2996,0,0,0,0,0,0
2998,1364,1158,799,272,139,22
2999,0,0,0,0,0,0
3000,0,0,0,0,0,0
3001,123,118,78,33,9,2
3002,1458,1341,884,225,40,6
3003,118,90,38,19,3,1
3005,0,0,0,0,0,0
3007,887,516,196,57,19,0
3009,4886,4886,3042,1343,1343,355
3012,930,780,315,153,17,6
3015,0,0,0,0,0,0
3016,124,121,107,84,24,9
3018,0,0,0,0,0,0
3021,913,785,348,208,49,13
3026,3414,3414,3414,404,404,26
3027,0,0,0,0,0,0
3028,0,0,0,0,0,0
3029,0,0,0,0,0,0
3030,958,883,615,285,88,9
3032,0,0,0,0,0,0
3033,740,396,144,54,14,1
3035,3657,2945,1716,765,220,38
3040,3805,3308,2017,791,205,33
3041,116,89,53,26,11,2
3043,3586,2711,744,87,22,1
3044,117,85,42,8,2,0
3045,4507,3918,1873,498,62,6
3049,921,717,283,72,33,5
3050,0,0,0,0,0,0
3051,749,591,378,115,53,9
3052,3748,3062,1753,712,210,8
3053,3812,3642,2524,866,148,11
8471,0,0,0,0,0,0
3055,0,0,0,0,0,0
3056,4507,3918,1873,498,62,6
3059,0,0,0,0,0,0
3061,0,0,0,0,0,0
3062,917,648,322,109,43,9
3063,872,496,86,23,3,0
3064,1302,1302,522,522,135,22
3066,118,90,57,37,18,2
3069,0,0,0,0,0,0
3070,1364,1158,799,272,139,22
3072,2075,2017,1613,1230,474,106
3073,0,0,0,0,0,0
3081,40,40,40,40,8,8
3083,0,0,0,0,0,0
3086,1364,1158,799,272,139,22
3087,0,0,0,0,0,0
3090,782,679,353,92,12,1
3091,0,0,0,0,0,0
3095,935,863,479,262,28,3
3097,1002,1002,1002,1002,256,256
3098,122,122,98,40,15,4
3100,118,90,57,37,18,2
3101,123,116,102,79,48,6
3102,788,686,467,221,83,26
3105,32,32,32,32,32,32
3107,118,90,58,38,8,2
3108,0,0,0,0,0,0
3110,679,679,211,67,19,4
3111,0,0,0,0,0,0
3112,118,90,57,37,18,2
3113,916,754,482,255,94,4
3114,908,655,245,127,30,1
3115,1369,1077,661,310,41,9
3116,123,116,102,79,48,6
3119,3463,3032,1438,386,169,15
3120,2332,2332,1018,1018,267,53
3121,0,0,0,0,0,0
3122,742,742,545,311,96,21
3127,0,0,0,0,0,0
3128,120,113,63,21,2,1
3129,69,69,69,21,21,6
3130,813,813,432,432,182,182
3132,0,0,0,0,0,0
3136,967,927,728,447,156,30
3140,0,0,0,0,0,0
3142,1490,1449,1114,550,148,12
3144,696,431,220,83,27,1
3149,493,493,205,205,67,67
3150,0,0,0,0,0,0
3152,826,826,436,137,23,6
3153,1995,1995,1350,634,252,79
3154,0,0,0,0,0,0
3155,120,113,63,21,2,1
3156,120,115,64,29,6,1
3157,3353,2388,1382,667,274,86
3159,0,0,0,0,0,0
3160,0,0,0,0,0,0
3161,120,115,64,29,6,1
3162,826,826,436,137,23,6
3164,3822,3244,2376,760,333,29
3165,967,927,728,447,156,30
3167,742,545,316,109,25,7
3168,3697,3014,1677,686,191,38
3170,2076,2028,1562,803,475,106
3172,948,948,869,724,724,468
3173,3246,3246,2905,2239,1443,699
3175,742,742,545,311,96,21
3176,0,0,0,0,0,0
3177,2036,2036,1628,686,172,17
3179,70,70,32,32,11,1
3180,795,773,634,405,276,87
3181,335,335,335,135,135,26
3182,729,729,404,176,47,8
3183,106,52,19,8,5,2
3184,122,118,83,41,24,6
3185,123,120,98,52,36,9
3186,0,0,0,0,0,0
8259,5259,4945,4374,2669,1813,668
3190,893,668,403,199,81,24
3193,0,0,0,0,0,0
3194,0,0,0,0,0,0
3196,949,862,695,510,172,78
3198,3312,3234,3023,2050,1346,313
3199,795,774,730,646,517,209
3201,725,725,469,232,93,41
3203,948,948,847,585,282,112
3205,123,113,81,41,10,2
3206,122,116,100,48,28,5
3207,0,0,0,0,0,0
3208,949,862,695,510,172,78
3209,0,0,0,0,0,0
3212,3805,3503,2718,1120,659,132
3214,0,0,0,0,0,0
3215,893,668,403,199,81,24
3216,3825,3825,2238,2238,1056,384
3217,0,0,0,0,0,0
3219,0,0,0,0,0,0
3221,783,738,523,249,56,11
3224,1451,1410,1124,633,227,55
3229,44,44,44,44,44,44
3230,0,0,0,0,0,0
3231,0,0,0,0,0,0
3233,3309,3220,2933,2435,1716,498
3234,0,0,0,0,0,0
3238,3805,3503,2718,1120,659,132
3239,1455,1325,880,374,90,16
3241,0,0,0,0,0,0
3242,948,948,847,585,282,112
3244,952,917,688,448,102,7
3245,0,0,0,0,0,0
3246,800,747,426,105,26,1
3247,123,117,101,48,28,5
3248,0,0,0,0,0,0
3251,4020,3514,2520,1506,659,188
3254,123,113,81,41,10,2
3255,106,52,19,8,5,2
3256,949,862,695,510,172,78
3257,0,0,0,0,0,0
3259,0,0,0,0,0,0
3262,0,0,0,0,0,0
3263,0,0,0,0,0,0
3265,119,101,50,31,8,5
3269,0,0,0,0,0,0
3270,3313,3137,2621,1696,797,125
3273,0,0,0,0,0,0
3277,2112,2041,1547,1057,265,27
3279,699,699,468,260,260,108
3280,0,0,0,0,0,0
3282,0,0,0,0,0,0
3283,806,806,806,806,806,255
3284,3307,3218,2981,2565,1934,1207
3285,119,101,50,31,8,5
3287,699,699,434,193,193,82
3288,0,0,0,0,0,0
3289,122,118,83,41,24,6
3290,119,101,50,31,8,5
3292,0,0,0,0,0,0
3295,0,0,0,0,0,0
3297,0,0,0,0,0,0
3299,468,468,468,114,114,12
3300,0,0,0,0,0,0
3301,795,774,730,646,517,209
3302,0,0,0,0,0,0
3303,5277,4966,3234,1914,279,57
3304,0,0,0,0,0,0
3306,577,577,577,214,214,50
3308,948,948,847,585,282,112
3309,0,0,0,0,0,0
3310,0,0,0,0,0,0
3313,106,52,19,8,5,2
3314,0,0,0,0,0,0
3315,3713,3273,2373,1445,642,185
3316,699,699,434,193,193,82
3317,800,747,426,105,26,1
3318,5244,4544,3050,1400,410,64
3322,121,106,41,23,4,1
3325,0,0,0,0,0,0
3326,0,0,0,0,0,0
3327,980,980,980,980,980,980
3328,1456,1401,1143,714,346,84
3330,44,44,44,44,44,44
3331,0,0,0,0,0,0
3333,956,891,717,332,146,24
3334,124,115,94,51,19,1
3335,0,0,0,0,0,0
3336,0,0,0,0,0,0
3337,3317,3129,2268,992,206,23
3338,0,0,0,0,0,0
3339,945,874,607,444,143,26
3341,0,0,0,0,0,0
3342,2073,1683,927,374,29,6
3344,121,110,75,57,21,6
3345,0,0,0,0,0,0
3346,1449,1449,1385,1239,948,522
3350,3325,3243,2550,1658,506,76
3353,0,0,0,0,0,0
3354,944,810,532,224,77,8
3355,959,884,611,310,94,24
3356,0,0,0,0,0,0
3357,0,0,0,0,0,0
3358,0,0,0,0,0,0
3359,0,0,0,0,0,0
3360,0,0,0,0,0,0
3361,825,825,499,252,103,39
3362,0,0,0,0,0,0
3363,0,0,0,0,0,0
3364,943,886,700,454,225,38
3365,0,0,0,0,0,0
3366,0,0,0,0,0,0
3367,0,0,0,0,0,0
3368,0,0,0,0,0,0
3369,0,0,0,0,0,0
3370,0,0,0,0,0,0
3371,4314,3014,1932,1118,287,122
3374,0,0,0,0,0,0
3376,123,116,65,39,6,2
3378,0,0,0,0,0,0
3379,0,0,0,0,0,0
3380,0,0,0,0,0,0
3381,0,0,0,0,0,0
3382,0,0,0,0,0,0
3383,784,769,639,376,268,85
3385,3776,3482,2126,765,137,13
3387,122,120,81,40,6,0
3388,0,0,0,0,0,0
3389,0,0,0,0,0,0
3391,1483,1412,994,438,121,21
3392,1459,1378,1130,706,181,46
3393,0,0,0,0,0,0
3395,123,116,74,38,10,1
3398,124,112,71,40,12,4
3399,0,0,0,0,0,0
3400,123,119,86,27,4,0
3401,0,0,0,0,0,0
3403,122,118,78,28,17,1
3404,940,940,813,482,200,72
3406,0,0,0,0,0,0
3407,0,0,0,0,0,0
3409,189,189,189,189,189,16
3410,118,106,75,37,17,4
3411,0,0,0,0,0,0
3413,954,819,442,131,25,1
3414,0,0,0,0,0,0
3415,956,820,435,158,36,2
3417,0,0,0,0,0,0
3418,0,0,0,0,0,0
3419,0,0,0,0,0,0
3420,784,630,291,85,17,0
3421,0,0,0,0,0,0
3422,960,926,681,366,71,13
3423,0,0,0,0,0,0
3424,3760,3307,2378,1453,348,121
3425,0,0,0,0,0,0
3426,821,821,821,564,564,148
3427,0,0,0,0,0,0
3429,0,0,0,0,0,0
3430,0,0,0,0,0,0
3431,753,753,753,753,753,61
3432,0,0,0,0,0,0
3433,1448,1353,1165,844,459,131
3434,0,0,0,0,0,0
3435,117,99,75,39,17,6
3436,0,0,0,0,0,0
3437,0,0,0,0,0,0
3438,123,116,74,42,12,1
3439,0,0,0,0,0,0
3440,1454,1412,1104,834,303,60
3441,0,0,0,0,0,0
3442,4548,4165,3368,2306,1319,243
3443,0,0,0,0,0,0
3444,0,0,0,0,0,0
3445,0,0,0,0,0,0
3446,906,906,590,206,206,48
3447,0,0,0,0,0,0
3448,0,0,0,0,0,0
3449,783,714,572,376,202,34
3450,123,98,62,24,11,1
3451,0,0,0,0,0,0
3452,946,946,852,852,623,301
3454,0,0,0,0,0,0
3455,941,941,865,751,570,402
3457,123,119,86,27,4,0
3458,885,885,554,554,170,170
3459,980,980,980,980,980,980
3460,0,0,0,0,0,0
3461,108,108,47,47,7,1
3462,0,0,0,0,0,0
3464,875,663,377,135,38,3
3465,240,240,32,32,9,9
3466,756,756,367,367,74,9
3469,765,765,308,308,60,9
3470,954,885,582,280,124,33
3471,960,932,891,690,515,195
3472,940,854,652,392,173,66
3474,0,0,0,0,0,0
8299,0,0,0,0,0,0
3477,0,0,0,0,0,0
3478,0,0,0,0,0,0
3479,123,120,92,60,39,17
3480,906,587,267,115,28,6
3481,0,0,0,0,0,0
3482,124,111,60,23,3,0
3483,0,0,0,0,0,0
3484,0,0,0,0,0,0
3486,935,828,589,346,77,25
3488,0,0,0,0,0,0
3489,781,716,549,181,99,13
3490,955,930,733,373,220,29
3491,3810,3710,3457,3002,2312,1469
3492,0,0,0,0,0,0
3494,114,114,114,114,114,114
3495,3210,3210,1875,752,211,40
3496,753,753,753,753,753,61
3497,951,898,789,342,121,6
3498,0,0,0,0,0,0
3499,0,0,0,0,0,0
3500,1836,1779,1434,776,509,122
3502,955,933,856,733,576,194
3503,955,914,625,184,79,11
3504,793,749,561,295,179,41
3505,897,684,416,199,70,22
3507,920,788,445,199,109,20
3508,0,0,0,0,0,0
3509,122,105,61,20,3,0
3510,3782,3782,2672,2672,1173,235
3511,0,0,0,0,0,0
3512,1470,1369,877,238,35,4
3513,3789,3578,3037,2208,509,191
3514,0,0,0,0,0,0
3515,123,117,75,28,6,1
3516,3621,3012,2098,1219,230,67
3517,950,950,871,871,709,430
3518,420,420,162,162,48,8
3519,0,0,0,0,0,0
3521,0,0,0,0,0,0
3522,0,0,0,0,0,0
3523,123,118,82,38,10,0
3524,0,0,0,0,0,0
3525,0,0,0,0,0,0
3526,0,0,0,0,0,0
3527,0,0,0,0,0,0
3529,3692,3253,2507,1514,589,172
3530,3580,3580,2390,1125,393,88
3531,0,0,0,0,0,0
3533,0,0,0,0,0,0
3534,0,0,0,0,0,0
3536,123,110,86,18,5,1
3537,0,0,0,0,0,0
3538,0,0,0,0,0,0
3539,0,0,0,0,0,0
3540,0,0,0,0,0,0
3541,0,0,0,0,0,0
3543,0,0,0,0,0,0
3544,0,0,0,0,0,0
3546,946,894,644,462,142,20
3547,0,0,0,0,0,0
3549,951,918,842,689,505,259
3550,123,118,107,90,35,14
3551,0,0,0,0,0,0
3552,943,943,843,604,185,24
3553,0,0,0,0,0,0
3554,116,99,77,49,10,6
3555,945,829,373,95,41,4
3556,0,0,0,0,0,0
3558,5338,5114,3816,1829,465,67
3559,124,122,119,88,64,25
3561,0,0,0,0,0,0
3562,122,114,86,58,18,6
3563,909,909,709,440,440,178
3564,774,665,508,306,152,75
3566,947,858,535,338,100,42
3567,0,0,0,0,0,0
3568,3789,3578,3037,2208,509,191
3569,0,0,0,0,0,0
3570,117,99,75,39,17,6
3571,954,885,582,280,124,33
3572,1459,1359,869,327,31,4
3573,980,980,980,980,980,980
3574,0,0,0,0,0,0
3575,899,764,570,403,136,55
3576,781,716,549,181,99,13
3577,0,0,0,0,0,0
3578,0,0,0,0,0,0
3580,862,862,388,87,87,15
3581,0,0,0,0,0,0
3582,122,119,102,76,44,9
3585,0,0,0,0,0,0
3586,0,0,0,0,0,0
3587,0,0,0,0,0,0
3588,3755,3387,1688,945,217,16
3589,0,0,0,0,0,0
3591,794,738,591,412,129,49
3592,0,0,0,0,0,0
3593,798,703,294,87,9,0
3594,0,0,0,0,0,0
3595,875,663,377,135,38,3
3598,0,0,0,0,0,0
3599,1449,1449,1385,1239,948,522
3600,0,0,0,0,0,0
3602,123,115,59,11,2,0
3603,0,0,0,0,0,0
3604,0,0,0,0,0,0
3605,0,0,0,0,0,0
3607,966,921,759,454,179,35
3608,0,0,0,0,0,0
3609,0,0,0,0,0,0
3612,0,0,0,0,0,0
3614,111,111,111,111,111,111
3615,0,0,0,0,0,0
3617,0,0,0,0,0,0
3619,0,0,0,0,0,0
3621,0,0,0,0,0,0
3622,0,0,0,0,0,0
3623,0,0,0,0,0,0
3624,4314,3014,1932,1118,287,122
3625,0,0,0,0,0,0
3626,0,0,0,0,0,0
3627,0,0,0,0,0,0
3628,0,0,0,0,0,0
3629,0,0,0,0,0,0
3630,124,120,86,63,22,8
3631,0,0,0,0,0,0
3632,0,0,0,0,0,0
3633,944,883,751,349,190,34
3634,110,80,32,13,7,3
3636,5286,5286,5004,4245,3125,1793
3638,980,980,980,980,980,980
3639,0,0,0,0,0,0
3640,963,933,759,443,303,107
3642,0,0,0,0,0,0
3645,0,0,0,0,0,0
3647,3436,3436,1719,680,680,190
3648,702,702,702,702,210,210
3649,0,0,0,0,0,0
3650,0,0,0,0,0,0
3651,0,0,0,0,0,0
3653,952,903,589,225,127,26
3654,0,0,0,0,0,0
3655,0,0,0,0,0,0
3656,795,780,730,642,341,182
3657,0,0,0,0,0,0
3658,0,0,0,0,0,0
3659,795,773,625,376,144,35
3660,0,0,0,0,0,0
3661,0,0,0,0,0,0
3665,0,0,0,0,0,0
3666,967,921,739,458,200,26
3667,0,0,0,0,0,0
3668,123,110,86,18,5,1
3669,805,805,805,296,296,61
3670,0,0,0,0,0,0
3671,810,810,810,810,810,810
3673,1415,1300,1088,766,417,190
3675,0,0,0,0,0,0
3677,1230,745,127,43,3,0
3678,959,861,379,63,13,1
3679,0,0,0,0,0,0
3680,672,672,173,173,12,12
3681,0,0,0,0,0,0
3682,0,0,0,0,0,0
3683,0,0,0,0,0,0
3685,0,0,0,0,0,0
3686,692,692,382,382,79,79
3690,0,0,0,0,0,0
3693,0,0,0,0,0,0
3694,3313,3212,2529,1934,743,136
3696,411,411,411,411,411,411
3697,958,921,823,664,455,218
3698,0,0,0,0,0,0
3699,967,942,790,476,191,44
3700,948,854,669,426,239,114
3701,934,934,934,749,749,410
3702,906,587,267,115,28,6
3703,783,714,572,376,202,34
3704,0,0,0,0,0,0
3705,0,0,0,0,0,0
3706,1486,1334,961,490,188,17
3707,0,0,0,0,0,0
3708,264,264,264,49,49,2
3710,0,0,0,0,0,0
3711,0,0,0,0,0,0
3712,0,0,0,0,0,0
3713,919,784,413,271,68,10
3714,952,824,516,225,72,17
3716,122,122,110,71,71,38
3717,3761,3322,2537,1431,387,177
3718,122,119,102,76,44,9
3719,0,0,0,0,0,0
3720,0,0,0,0,0,0
3721,980,980,980,980,980,980
3722,240,240,32,32,9,9
3723,3312,3104,2200,908,314,35
3725,844,844,376,376,137,36
3726,802,768,553,286,62,14
3727,3782,3417,2653,1492,628,195
3728,0,0,0,0,0,0
3729,798,703,294,87,9,0
3730,0,0,0,0,0,0
3731,0,0,0,0,0,0
3733,0,0,0,0,0,0
3734,124,120,86,63,22,8
3735,0,0,0,0,0,0
3736,4577,4343,3582,2532,657,265
3737,0,0,0,0,0,0
3738,0,0,0,0,0,0
3740,0,0,0,0,0,0
3741,0,0,0,0,0,0
3742,4129,3972,3645,3129,2438,883
3745,0,0,0,0,0,0
3746,0,0,0,0,0,0
3747,789,651,348,129,15,3
3748,121,111,84,39,9,2
3750,0,0,0,0,0,0
3751,0,0,0,0,0,0
3752,0,0,0,0,0,0
3754,123,120,92,60,39,17
3755,0,0,0,0,0,0
3756,0,0,0,0,0,0
3758,0,0,0,0,0,0
3761,0,0,0,0,0,0
3762,623,623,623,623,623,85
3763,0,0,0,0,0,0
3764,0,0,0,0,0,0
3765,966,908,698,376,168,21
3766,0,0,0,0,0,0
3768,1494,1218,503,99,5,0
3769,280,280,280,280,29,29
3770,0,0,0,0,0,0
3771,0,0,0,0,0,0
3772,0,0,0,0,0,0
3775,943,871,703,473,95,23
3777,0,0,0,0,0,0
3779,0,0,0,0,0,0
3780,0,0,0,0,0,0
3781,0,0,0,0,0,0
3782,0,0,0,0,0,0
3783,0,0,0,0,0,0
3785,0,0,0,0,0,0
3786,0,0,0,0,0,0
3787,0,0,0,0,0,0
3788,0,0,0,0,0,0
3789,119,100,49,34,9,2
3790,966,908,698,376,168,21
3791,953,897,673,331,100,24
3792,124,118,90,40,20,4
3793,121,111,75,35,11,3
3796,0,0,0,0,0,0
3797,0,0,0,0,0,0
3798,577,184,42,9,3,0
3799,0,0,0,0,0,0
3801,1415,1300,1088,766,417,190
3803,745,604,287,171,48,24
3804,127,127,127,127,127,127
3806,966,946,844,605,284,79
3807,0,0,0,0,0,0
3809,966,934,839,661,234,92
3811,896,896,896,896,520,520
3812,0,0,0,0,0,0
3814,0,0,0,0,0,0
3815,3824,3762,3253,2171,1552,534
3816,0,0,0,0,0,0
3817,0,0,0,0,0,0
3818,909,909,909,909,683,683
3819,916,916,573,573,150,150
3821,123,106,70,35,13,3
3823,0,0,0,0,0,0
3824,2081,1813,1050,445,78,18
3825,0,0,0,0,0,0
3827,953,911,841,666,479,129
3828,934,818,361,143,16,7
3829,956,891,717,332,146,24
3830,594,594,313,313,115,29
3831,0,0,0,0,0,0
3833,944,883,751,349,190,34
3834,959,911,629,245,85,7
3836,0,0,0,0,0,0
3837,0,0,0,0,0,0
3838,774,685,525,371,210,45
3839,1218,735,338,132,38,9
3840,100,64,18,9,2,0
3842,927,772,510,279,117,49
3843,121,112,67,26,7,1
3845,0,0,0,0,0,0
3847,953,897,673,331,100,24
3850,0,0,0,0,0,0
3852,0,0,0,0,0,0
3853,1411,1265,797,501,131,22
3854,964,888,601,236,49,3
3857,1495,1432,944,293,93,11
3858,0,0,0,0,0,0
3859,0,0,0,0,0,0
3860,0,0,0,0,0,0
3861,121,112,67,26,7,1
3862,0,0,0,0,0,0
3863,3803,3618,2383,901,474,85
3864,955,930,733,373,220,29
3865,1470,1369,877,238,35,4
3866,1987,1584,1034,328,160,42
3867,0,0,0,0,0,0
3871,0,0,0,0,0,0
3872,4011,3489,2611,1447,579,149
3873,0,0,0,0,0,0
3874,728,728,728,728,231,231
3875,0,0,0,0,0,0
3876,123,118,112,93,74,28
3878,0,0,0,0,0,0
3879,953,918,823,501,305,82
3880,0,0,0,0,0,0
3881,123,116,65,39,6,2
3882,122,119,102,40,18,2
3883,3689,2765,1459,569,169,36
3884,121,114,92,40,21,5
3885,949,885,729,488,253,30
3887,964,931,827,634,402,196
3888,3810,3710,3457,3002,2312,1469
3889,959,923,842,505,331,72
3890,123,119,86,27,4,0
3891,0,0,0,0,0,0
3892,0,0,0,0,0,0
3893,798,777,575,362,92,13
3894,788,606,311,139,41,5
8313,0,0,0,0,0,0
3896,0,0,0,0,0,0
3900,911,911,755,520,520,209
3901,121,111,84,39,9,2
3903,0,0,0,0,0,0
3904,3951,3459,2649,1500,707,248
3906,0,0,0,0,0,0
3907,3588,2940,1610,621,160,32
3908,411,411,411,411,411,411
3909,0,0,0,0,0,0
3910,799,751,605,267,121,26
3911,799,751,605,267,121,26
3912,941,941,865,751,570,402
3913,944,810,532,224,77,8
3914,0,0,0,0,0,0
3915,44,44,44,44,44,44
3916,936,855,708,526,167,71
3917,858,562,329,179,83,25
3918,0,0,0,0,0,0
3919,123,119,86,27,4,0
3921,124,121,91,43,25,6
3922,577,184,42,9,3,0
3923,116,101,55,31,10,2
3924,0,0,0,0,0,0
3925,0,0,0,0,0,0
3926,112,112,39,13,13,3
3927,0,0,0,0,0,0
3928,0,0,0,0,0,0
3930,123,116,60,28,5,1
3931,0,0,0,0,0,0
3933,0,0,0,0,0,0
3934,123,112,92,66,11,5
3935,0,0,0,0,0,0
3936,949,832,504,168,38,3
3937,0,0,0,0,0,0
3940,3707,3707,2831,1125,247,25
3941,3308,3222,2661,2093,795,353
3942,5285,4989,3284,2090,497,61
3944,0,0,0,0,0,0
3945,964,931,827,634,402,196
3946,0,0,0,0,0,0
3947,0,0,0,0,0,0
3949,123,100,60,32,3,0
3950,1458,1425,1131,567,134,24
3952,123,120,100,78,52,11
3953,0,0,0,0,0,0
3954,0,0,0,0,0,0
8315,738,738,459,260,126,58
3957,0,0,0,0,0,0
3958,950,844,560,238,69,4
3959,0,0,0,0,0,0
3960,0,0,0,0,0,0
3961,0,0,0,0,0,0
3962,0,0,0,0,0,0
3963,0,0,0,0,0,0
3964,0,0,0,0,0,0
3966,0,0,0,0,0,0
3967,1456,1401,1143,714,346,84
3969,0,0,0,0,0,0
3972,0,0,0,0,0,0
3973,0,0,0,0,0,0
3974,123,105,63,24,3,0
3975,0,0,0,0,0,0
3976,951,915,834,496,322,90
3977,123,109,72,26,3,0
3978,795,795,574,373,217,122
3979,0,0,0,0,0,0
3980,785,785,507,507,205,205
3981,3086,3086,2105,1033,398,113
3982,5285,4989,3284,2090,497,61
3984,0,0,0,0,0,0
8316,960,898,695,387,73,13
3986,0,0,0,0,0,0
3988,0,0,0,0,0,0
3989,0,0,0,0,0,0
3991,0,0,0,0,0,0
3992,122,114,90,61,25,2
3993,1435,1206,712,267,52,4
3994,3753,3434,2703,1789,1028,183
3995,0,0,0,0,0,0
3998,936,855,708,526,167,71
3999,0,0,0,0,0,0
4000,1322,1322,639,639,213,35
4001,3752,3752,3174,2276,1002,230
4002,958,958,920,808,617,364
4005,940,758,392,105,16,3
4006,953,911,841,666,479,129
4007,719,719,238,238,46,3
4008,122,110,67,29,10,1
4009,0,0,0,0,0,0
4010,0,0,0,0,0,0
4011,0,0,0,0,0,0
4012,0,0,0,0,0,0
4013,961,933,861,517,299,46
4014,0,0,0,0,0,0
4015,0,0,0,0,0,0
4016,0,0,0,0,0,0
4017,0,0,0,0,0,0
4018,123,121,116,77,52,8
4021,962,932,705,489,180,28
4022,24,24,24,24,24,1
4026,123,123,113,79,30,10
4027,24,24,24,24,24,24
4028,0,0,0,0,0,0
4030,865,865,615,615,279,42
8238,123,115,89,36,16,1
4032,0,0,0,0,0,0
4033,327,327,327,327,327,2
4036,0,0,0,0,0,0
4037,0,0,0,0,0,0
4038,0,0,0,0,0,0
4040,0,0,0,0,0,0
4041,0,0,0,0,0,0
4042,0,0,0,0,0,0
4044,121,112,84,58,25,14
4045,967,942,790,476,191,44
4046,44,44,44,44,44,44
4048,0,0,0,0,0,0
4049,793,711,359,152,25,1
4050,0,0,0,0,0,0
4052,958,934,775,464,173,36
4053,0,0,0,0,0,0
4054,5338,5114,3816,1829,465,67
4055,802,707,410,148,32,4
4056,124,112,71,40,12,4
4057,967,921,739,458,200,26
4059,0,0,0,0,0,0
4060,0,0,0,0,0,0
4061,0,0,0,0,0,0
4062,706,706,706,706,205,205
4063,0,0,0,0,0,0
4064,121,110,75,57,21,6
4066,124,122,119,88,64,25
4067,0,0,0,0,0,0
4069,0,0,0,0,0,0
4070,959,911,629,245,85,7
4071,0,0,0,0,0,0
4072,0,0,0,0,0,0
4073,0,0,0,0,0,0
8319,0,0,0,0,0,0
4076,0,0,0,0,0,0
4077,0,0,0,0,0,0
4079,798,703,294,87,9,0
4080,617,617,617,617,100,100
4081,0,0,0,0,0,0
4082,0,0,0,0,0,0
4083,0,0,0,0,0,0
4084,5020,5020,5020,3061,3061,377
4085,951,951,882,730,459,143
4086,3550,3550,2584,1602,837,342
4087,827,827,510,205,205,34
4088,966,934,839,661,234,92
4090,0,0,0,0,0,0
4091,885,885,686,351,105,18
4092,664,664,335,143,42,8
4093,0,0,0,0,0,0
4095,0,0,0,0,0,0
4096,796,732,527,278,82,7
4097,0,0,0,0,0,0
4099,0,0,0,0,0,0
4100,0,0,0,0,0,0
4101,784,784,784,207,207,26
4104,955,802,501,227,67,14
4105,420,420,162,162,48,8
4106,0,0,0,0,0,0
4108,1486,1334,961,490,188,17
4109,980,980,980,980,980,980
4110,0,0,0,0,0,0
4111,0,0,0,0,0,0
4112,0,0,0,0,0,0
4114,121,114,92,40,21,5
4115,0,0,0,0,0,0
4116,1327,1327,667,195,30,7
4117,3371,3371,3371,2246,2246,863
4118,0,0,0,0,0,0
4119,124,110,70,37,10,2
4120,0,0,0,0,0,0
4123,0,0,0,0,0,0
4124,0,0,0,0,0,0
4125,0,0,0,0,0,0
4126,2047,1755,847,290,58,7
4128,121,111,84,39,9,2
4129,0,0,0,0,0,0
4130,0,0,0,0,0,0
4131,0,0,0,0,0,0
4132,0,0,0,0,0,0
4133,0,0,0,0,0,0
4134,940,827,615,360,168,58
4136,4933,4933,3323,1850,1850,855
4137,123,118,76,29,13,2
4138,0,0,0,0,0,0
4139,1470,1369,877,238,35,4
4142,945,829,373,95,41,4
4144,0,0,0,0,0,0
4145,0,0,0,0,0,0
4146,44,44,44,44,44,44
4148,0,0,0,0,0,0
4149,934,934,934,749,749,410
4150,803,769,517,281,66,25
4151,762,762,263,263,51,51
4152,0,0,0,0,0,0
4153,0,0,0,0,0,0
4154,0,0,0,0,0,0
4155,0,0,0,0,0,0
4156,123,115,95,71,39,14
4157,947,858,535,338,100,42
4158,729,729,729,279,279,35
4159,802,768,553,286,62,14
4160,4137,3699,2054,923,156,28
4161,908,692,241,110,12,2
4162,114,114,114,114,74,74
4164,0,0,0,0,0,0
4165,123,113,60,31,7,3
4167,793,765,560,405,150,75
4168,0,0,0,0,0,0
4169,795,773,625,376,144,35
4170,3305,3198,2552,1425,488,108
4171,0,0,0,0,0,0
4172,954,881,554,236,72,17
4173,0,0,0,0,0,0
4174,0,0,0,0,0,0
4176,966,934,839,661,234,92
4177,2049,1764,866,307,65,8
4178,0,0,0,0,0,0
4179,0,0,0,0,0,0
4180,0,0,0,0,0,0
4181,5341,5152,4027,2068,609,101
4184,810,810,810,462,462,159
4185,3580,3580,2390,1125,393,88
4187,0,0,0,0,0,0
4188,0,0,0,0,0,0
4189,119,100,49,34,9,2
4190,0,0,0,0,0,0
4191,0,0,0,0,0,0
4192,0,0,0,0,0,0
4193,122,105,61,20,3,0
4194,3769,3505,2934,2047,1146,174
